Wavelength (nm),Extinction coefficient
267.343,0.0016165625396025354
267.413,0.0016047894559036333
267.482,0.0015933191220695764
267.552,0.001579130928701983
267.621,0.001560787470171598
267.69,0.0015453408572387191
267.76,0.0015294503027596
267.829,0.0015182862807921235
267.898,0.0015173259958455988
267.968,0.0015140040788985472
268.037,0.0015109474944212011
268.106,0.001513692707046973
268.176,0.00151570242986326
268.245,0.0015201890386555036
268.314,0.0015271360000606927
268.384,0.0015334062966138211
268.453,0.0015316296776425092
268.522,0.001524226479387272
268.592,0.0015201667376683688
268.661,0.0015206498265638857
268.73,0.0015176784425588907
268.799,0.0015027227979068918
268.869,0.0014806340836141726
268.938,0.0014569616317984954
269.007,0.0014302300574852759
269.076,0.0014070700207721076
269.146,0.001380782793685148
269.215,0.0013613219676017903
269.284,0.0013390744084104623
269.353,0.0013062709056295319
269.422,0.0012793275091478352
269.492,0.0012532563798145842
269.561,0.0012202169278947876
269.63,0.0011913326148113598
269.699,0.001157702587513096
269.768,0.0011211841975293777
269.838,0.001086354391265899
269.907,0.001058084639100806
269.976,0.0010353063700990035
270.045,0.0010119954689857707
270.114,0.000991185896624099
270.183,0.0009690634724559285
270.253,0.0009536292046592069
270.322,0.0009497029116772219
270.391,0.0009470764918274958
270.46,0.0009505770250253068
270.529,0.000952755560303096
270.598,0.0009566362590467799
270.667,0.0009529938043201921
270.736,0.0009509507136504906
270.806,0.0009547493203431316
270.875,0.0009527567387394893
270.944,0.0009479073883741696
271.013,0.0009411853725034156
271.082,0.0009363275513080782
271.151,0.0009353991136260779
271.22,0.0009406712147642232
271.289,0.000953653690346369
271.358,0.0009692351816619333
271.427,0.0009881969675084325
271.496,0.0010100404247099205
271.565,0.001029664633167834
271.634,0.0010574873740950951
271.703,0.0010825536964672831
271.772,0.001103131159925239
271.841,0.0011179202911819981
271.91,0.0011247885457921123
271.979,0.001126877884992173
272.048,0.0011275132441998454
272.117,0.0011284238681189775
272.186,0.0011187632331747784
272.255,0.0011009168655526857
272.324,0.0010829644111771527
272.393,0.0010576205985149722
272.462,0.001040710053207302
272.531,0.0010140923691146638
272.6,0.0009900922624730701
272.669,0.0009659015455817848
272.738,0.0009304198208388172
272.807,0.000887384552998205
272.876,0.0008398045156482392
272.945,0.0007936253498497635
273.013,0.0007427179095625497
273.082,0.0006793132048720876
273.151,0.000618486894789402
273.22,0.0005548599379007722
273.289,0.0004983060624342635
273.358,0.0004484306851575554
273.427,0.00040449540163801445
273.496,0.0003598264306734819
273.564,0.00031698423848598283
273.633,0.0002898379406802955
273.702,0.00027131061020539026
273.771,0.0002564261237252765
273.84,0.00025448112252234403
273.909,0.00025596065616148236
273.977,0.00027054747953939273
274.046,0.00028824897709327327
274.115,0.0002968149810574444
274.184,0.0003076068155365713
274.253,0.00032079138981786767
274.322,0.0002932944160167398
274.39,0.00028506426415272933
274.459,0.00029752865082092246
274.528,0.00033570110000347175
274.597,0.0003917233123597011
274.665,0.0004591760002473623
274.734,0.000530757491734012
274.803,0.0006035486963754444
274.872,0.0006771280162709537
274.94,0.0007452674134195698
275.009,0.0008155338333596681
275.078,0.0008721206895097542
275.147,0.0009239476185830918
275.215,0.0009669242760153456
275.284,0.0010038813342410394
275.353,0.0010298092598161979
275.421,0.0010329284890093098
275.49,0.0010107280904566665
275.559,0.0009783348802593949
275.627,0.00092931161018797
275.696,0.0008630239901245053
275.765,0.000888626420750168
275.833,0.0008895795086965968
275.902,0.0008753236801751525
275.971,0.000842845290286489
276.039,0.0007884343003100957
276.108,0.0007239534515400757
276.177,0.0006562492065459344
276.245,0.0005842630036592349
276.314,0.0005059722112838101
276.383,0.0004408708156450814
276.451,0.0003774602517841131
276.52,0.00032654087376687244
276.588,0.0002813031106080215
276.657,0.00024710473581426287
276.725,0.00020908490699559246
276.794,0.00017341167917090018
276.863,0.00015096421785591984
276.931,0.00014702811499939757
277.0,0.00015973844057425604
277.068,0.00018862355034308568
277.137,0.0002326628219564385
277.205,0.0002198678365661069
277.274,0.00020811513035015334
277.342,0.00019186491162540798
277.411,0.00016973112887645045
277.48,0.00015358811643742466
277.548,0.0001376888954136614
277.617,0.00011419760832783295
277.685,9.655422560861692e-05
277.754,8.664759890604779e-05
277.822,7.423584824674625e-05
277.89,5.7506779807270035e-05
277.959,2.6557948348958462e-05
278.027,-1.2898147169237332e-05
278.096,-5.532243561978657e-05
278.164,-8.468163737829164e-05
278.233,-0.00010804758990400728
278.301,-0.00012261496830699278
278.37,-0.000133946784500795
278.438,-0.00014275713979011866
278.507,-0.00014245085370300506
278.575,-0.00014133707324789278
278.643,-0.00013144431729953345
278.712,-0.00012150368236665713
278.78,-0.0001137427021890394
278.849,-0.00010110851879013285
278.917,-9.339856157736617e-05
278.985,-8.718942035687142e-05
279.054,-7.439204246288388e-05
279.122,-6.969211404203601e-05
279.191,-6.875702234730325e-05
279.259,-8.210735203341643e-05
279.327,-9.924661609507351e-05
279.396,-0.0001033759146794609
279.464,-0.00010124225009083971
279.532,-9.963497389237269e-05
279.601,-0.00010588917743042571
279.669,-0.0001104160049406311
279.737,-0.0001214422423741763
279.806,-0.00012662657103446856
279.874,-0.00013367712066780053
279.942,-0.00015032427955447502
280.011,-0.0001616322348792986
280.079,-0.00017371841185672004
280.147,-0.00018479255981867194
280.215,-0.00019296953592143104
280.284,-0.0002009133061782986
280.352,-0.00021007672628987808
280.42,-0.00021766499717650248
280.488,-0.00022525621860564136
280.557,-0.00022874628673704247
280.625,-0.00023344584912893523
280.693,-0.00022768107483168165
280.761,-0.00021558398233068193
280.83,-0.00020870202640739733
280.898,-0.00020407997803755488
280.966,-0.0002001616776708376
281.034,-0.00019520169921323927
281.102,-0.00019363682621767445
281.171,-0.00019216386494084835
281.239,-0.0001973516700174102
281.307,-0.0001974342687096619
281.375,-0.00020089029356822676
281.443,-0.00020188419336543265
281.512,-0.0002045438917300825
281.58,-0.0002171712343220674
281.648,-0.00022956698332308903
281.716,-0.00024948880990336835
281.784,-0.00026925498294692385
281.852,-0.0002916800104303279
281.92,-0.00031865023842293517
281.989,-0.0003436128238137496
282.057,-0.00037118309080728587
282.125,-0.000391612566089611
282.193,-0.00041211626161367806
282.261,-0.0004319662210864044
282.329,-0.0004489997834171703
282.397,-0.00046119517240469893
282.465,-0.00046384190714403274
282.533,-0.000462251873397969
282.601,-0.00045600058828808163
282.67,-0.000451176585466619
282.738,-0.0004517181747964735
282.806,-0.0004390894418281852
282.874,-0.0004346986545481075
282.942,-0.0004357934823727839
283.01,-0.0004290772269038189
283.078,-0.0004278197717357765
283.146,-0.0004240840887973707
283.214,-0.0004132769062166495
283.282,-0.00039980477363455477
283.35,-0.000384727634977681
283.418,-0.00037287327475972665
283.486,-0.00035741364583353227
283.554,-0.00034960979614858626
283.622,-0.00034137198154385757
283.69,-0.0003324410452350236
283.758,-0.0003234291456375969
283.826,-0.00031776110280534476
283.894,-0.0003266246790535669
283.962,-0.0003430897834492765
284.03,-0.0003612501806520096
284.098,-0.0003734437930265037
284.165,-0.00038621236508756406
284.233,-0.0004093103842340233
284.301,-0.00042842634844110944
284.369,-0.00044513298938260226
284.437,-0.00045809117513568573
284.505,-0.000461367104164018
284.573,-0.00045588128085889175
284.641,-0.00045609669461181334
284.709,-0.0004568474813095403
284.777,-0.000453569484761302
284.845,-0.0004532102247463046
284.912,-0.0004518357729756226
284.98,-0.00045461391748918075
285.048,-0.0004617695048789814
285.116,-0.0004670755396037412
285.184,-0.00047912554230459896
285.252,-0.0004857838021162779
285.319,-0.0004836291245780552
285.387,-0.000476206311345338
285.455,-0.00046977483914962756
285.523,-0.0004669910160554017
285.591,-0.00046459231215552864
285.659,-0.00045914896637300645
285.726,-0.0004550174826648212
285.794,-0.000440226460432819
285.862,-0.00042322373213146317
285.93,-0.0004128671409735072
285.997,-0.00040339487753867666
286.065,-0.0003893355841777199
286.133,-0.0003757622814369282
286.201,-0.0003696782873713656
286.269,-0.00036335766046370345
286.336,-0.0003617449591223885
286.404,-0.0003556657558360915
286.472,-0.000347866842573233
286.539,-0.00035053309076355584
286.607,-0.00034568082844059765
286.675,-0.000351461502585989
286.743,-0.0003640673356713786
286.81,-0.00037970059177975016
286.878,-0.00039451163922892067
286.946,-0.00041537957547877104
287.013,-0.0004344256124089613
287.081,-0.00044699845233683004
287.149,-0.00045337808768208
287.216,-0.0004670583676162145
287.284,-0.00048625698371442856
287.352,-0.0004920616168955767
287.419,-0.0004983344575140862
287.487,-0.0005071502667780839
287.555,-0.0005169464867915869
287.622,-0.0005187625349533677
287.69,-0.0005148857694850523
287.758,-0.0005091485860382797
287.825,-0.0005059517106035553
287.893,-0.0005028422947888811
287.96,-0.0004934116223128063
288.028,-0.0004927011478991056
288.096,-0.00048821853816605627
288.163,-0.00048263767707891275
288.231,-0.00047309123702269984
288.298,-0.00046905283151754646
288.366,-0.0004559969256793646
288.433,-0.00043992907263720195
288.501,-0.00042874943675474204
288.569,-0.0004229258508041299
288.636,-0.00041227979154850387
288.704,-0.000393156298942639
288.771,-0.00038521863349322895
288.839,-0.00038366066272054665
288.906,-0.00038589699897584827
288.974,-0.00037858224681455846
289.041,-0.0003768226208245236
289.109,-0.00037827002421213186
289.176,-0.00038181276656767884
289.244,-0.00038474507068888094
289.311,-0.0003877480757392317
289.379,-0.0003975219171788653
289.446,-0.00040053091001359986
289.514,-0.0004097923599041472
289.581,-0.0004137938053330547
289.649,-0.0004210221478217981
289.716,-0.0004177155454981252
289.783,-0.00041544742032655844
289.851,-0.00041809031356997666
289.918,-0.0004196961867306706
289.986,-0.0004165643486543141
290.053,-0.00041943980328351037
290.121,-0.0004328604969152128
290.188,-0.0004519861973668863
290.255,-0.0004638860094227402
290.323,-0.00046865381373007646
290.39,-0.0004843515675020039
290.458,-0.0004968702944774747
290.525,-0.0005107519812654812
290.592,-0.0005174505191510941
290.66,-0.0005230581768585051
290.727,-0.0005266651663602049
290.794,-0.0005185505515748523
290.862,-0.000513139406466786
290.929,-0.000497168485673886
290.996,-0.0004786106502875385
291.064,-0.0004561559372702572
291.131,-0.0004414036815339707
291.198,-0.00042700208810558376
291.266,-0.0004108003679096566
291.333,-0.0003963205436967562
291.4,-0.00039095033722607984
291.468,-0.00038964983301069265
291.535,-0.00038734037911350466
291.602,-0.00037674600588573966
291.669,-0.00037196482997243737
291.737,-0.00037185589322166
291.804,-0.0003687905692353134
291.871,-0.0003669687311139251
291.938,-0.0003653000733326541
292.006,-0.00036728030980414365
292.073,-0.0003666201526944327
292.14,-0.00036756759329426887
292.207,-0.00037404148489578545
292.275,-0.0003788379826124036
292.342,-0.00038843684687010825
292.409,-0.0004037225693915525
292.476,-0.00042149235047835227
292.543,-0.0004345830783605406
292.611,-0.0004525157128224224
292.678,-0.00046972733628362293
292.745,-0.00048559806914347703
292.812,-0.0004994847896689727
292.879,-0.0005014450837177783
292.946,-0.0004998106207869492
293.014,-0.0005000567178597692
293.081,-0.0005009859378285986
293.148,-0.0005024667337952223
293.215,-0.0005053939622818756
293.282,-0.0005079702334611313
293.349,-0.0005088335374851383
293.416,-0.0005126763769684097
293.484,-0.0005151825136021867
293.551,-0.0005176612378444277
293.618,-0.0005235277590086143
293.685,-0.0005318160750107288
293.752,-0.0005342897422428112
293.819,-0.0005346840319138763
293.886,-0.0005307884052849244
293.953,-0.000530177696989419
294.02,-0.0005182785298364722
294.087,-0.0005028226683521231
294.154,-0.0004902053697080729
294.221,-0.0004735484979779455
294.288,-0.0004616211670298167
294.356,-0.0004546393340164515
294.423,-0.0004471498777945029
294.49,-0.0004312428553280012
294.557,-0.0004110501496410068
294.624,-0.000388320365332482
294.691,-0.00037074705862260926
294.758,-0.0003558004078729246
294.825,-0.00033689134065084713
294.892,-0.00032016033598745243
294.959,-0.0003036625713201614
295.026,-0.00028276914318109045
295.093,-0.0002583388846968917
295.16,-0.00023979639216702378
295.226,-0.00022483991743821934
295.293,-0.00021662911411249322
295.36,-0.00020826875489119752
295.427,-0.00021539378729046378
295.494,-0.0002308337500196389
295.561,-0.00024535861423538087
295.628,-0.0002552552726949583
295.695,-0.00026883406355217483
295.762,-0.0002709521319796157
295.829,-0.00027129875335531775
295.896,-0.0002791627038595568
295.963,-0.0002917698911275736
296.03,-0.00030487677943484564
296.096,-0.0003062558815648343
296.163,-0.00030129654094016473
296.23,-0.0002946877965452717
296.297,-0.000288026975611333
296.364,-0.0002811258608054942
296.431,-0.0002730050827064092
296.498,-0.0002687750777805443
296.564,-0.00027038866237711067
296.631,-0.00027375973411927296
296.698,-0.0002819746225487659
296.765,-0.00029620840372801354
296.832,-0.0002993440118338508
296.899,-0.000297416523478058
296.965,-0.00029295155046552815
297.032,-0.0002981507185033821
297.099,-0.00030170894789054907
297.166,-0.000313473047284359
297.233,-0.0003251875858882688
297.299,-0.0003313226340325349
297.366,-0.0003347519866112152
297.433,-0.00033716299983071026
297.5,-0.00035353304932796213
297.566,-0.0003743889095078278
297.633,-0.000395007010912802
297.7,-0.00042172023944904755
297.767,-0.0004497378439872537
297.833,-0.00048094479520089295
297.9,-0.0005132220038997743
297.967,-0.0005377004602033822
298.033,-0.000552090084492268
298.1,-0.0005547660599340701
298.167,-0.0005405505881533653
298.234,-0.0005288016014357648
298.3,-0.0005193121483406736
298.367,-0.0005102840423538282
298.434,-0.0004937364579997696
298.5,-0.00047136806603940317
298.567,-0.00044778653475611763
298.634,-0.0004184650220180152
298.7,-0.0003915207207233527
298.767,-0.0003607429027761764
298.834,-0.000331820951806588
298.9,-0.0002923886290080226
298.967,-0.0002556420121505446
299.033,-0.0002279314738178626
299.1,-0.0001938411695455721
299.167,-0.0001620732746464235
299.233,-0.00013131066175471918
299.3,-9.904281535312725e-05
299.366,-6.632964994896227e-05
299.433,-4.049036148690315e-05
299.5,-1.88198039574445e-05
299.566,-1.397557764021001e-05
299.633,-1.3431648376771646e-05
299.699,-1.2275324582961583e-05
299.766,-1.2697491241667206e-05
299.832,-1.726020472375612e-05
299.899,-1.7184588640010175e-05
299.965,-6.352144335539915e-06
300.032,0.0
300.099,9.679164712220339e-06
300.165,1.4667556813194513e-05
300.232,1.932317821789955e-05
300.298,1.5803404878839064e-05
300.365,1.4289628708692603e-05
300.431,1.3136877425203269e-05
300.498,8.589203734066805e-06
300.564,6.910657124592043e-06
300.631,3.0557463049378184e-06
300.697,-4.879334462479418e-07
300.763,-1.3868353177912515e-06
300.83,-5.883468033938667e-06
300.896,-1.6301446468024147e-05
300.963,-2.2233856324828364e-05
301.029,-2.562902363532085e-05
301.096,-2.6407926333384222e-05
301.162,-2.42764049832924e-05
301.229,-1.3400231653409593e-05
301.295,-1.415191081337435e-05
301.361,-2.3652413550015616e-05
301.428,-3.443597512499518e-05
301.494,-5.2045663893761486e-05
301.561,-7.102312013995082e-05
301.627,-9.096676603651412e-05
301.693,-0.00010855884473808382
301.76,-0.0001269009925128656
301.826,-0.00013258934448165228
301.892,-0.00013801268333052584
301.959,-0.00014243408530421005
302.025,-0.00014254446850173235
302.092,-0.00013812467359268428
302.158,-0.00013844507411545383
302.224,-0.0001324758391633251
302.291,-0.00012358426384370723
302.357,-0.0001118586510641792
302.423,-9.793439769995522e-05
302.49,-8.464378868989145e-05
302.556,-7.401353066851209e-05
302.622,-7.021890607705855e-05
302.688,-5.907022062489271e-05
302.755,-4.9145713004966786e-05
302.821,-4.2785551060344706e-05
302.887,-3.2731825344705505e-05
302.954,-2.4079556852406777e-05
303.02,-1.4030562968919057e-05
303.086,-5.776377248409581e-06
303.152,6.6461909343027935e-06
303.219,1.5118070445513662e-05
303.285,2.931351672205795e-05
303.351,4.517790659037837e-05
303.417,6.24509104333684e-05
303.483,7.44249610735862e-05
303.55,8.599868962920799e-05
303.616,9.53625675646777e-05
303.682,0.00010976558679711481
303.748,0.00012489286448384015
303.815,0.0001377482529484532
303.881,0.00014830452146415978
303.947,0.00016644261945131911
304.013,0.00018210335191452844
304.079,0.00019494266084645127
304.145,0.0002075072557528059
304.212,0.00021717084584231064
304.278,0.00022077952580371263
304.344,0.0002254077105444408
304.41,0.00022207682810062004
304.476,0.00021930311085757348
304.542,0.0002152755019577617
304.608,0.00020750232151544944
304.674,0.00019600820695865246
304.741,0.0001775931233355784
304.807,0.00015935560908637866
304.873,0.00014905092585048695
304.939,0.0001442090528938454
305.005,0.00013950911835061832
305.071,0.00013075643946175943
305.137,0.00011962674598068015
305.203,0.00011148322035017909
305.269,0.00010468064564068052
305.335,8.733037193179825e-05
305.401,7.466845324026116e-05
305.467,6.148280191147145e-05
305.533,4.352119164542768e-05
305.599,2.8038707367042357e-05
305.666,1.2735613935423167e-05
305.732,-9.077868468177437e-06
305.798,-2.845179080843274e-05
305.864,-4.5083380238435514e-05
305.93,-5.704619396533929e-05
305.996,-6.529415781242016e-05
306.062,-7.08965987878026e-05
306.128,-6.657382753231172e-05
306.194,-5.806115496779004e-05
306.259,-5.025918590911057e-05
306.325,-4.478365671052573e-05
306.391,-3.477726157177135e-05
306.457,-2.119277869389821e-05
306.523,-4.431484239457994e-06
306.589,8.304219815823084e-06
306.655,2.3348837251984764e-05
306.721,4.1929285084067835e-05
306.787,6.175646773965446e-05
306.853,7.660343156539429e-05
306.919,8.991343926122355e-05
306.985,0.0001018792929752923
307.051,0.00011279736934097673
307.117,0.00012612129351134094
307.183,0.00014304668086203884
307.248,0.00016327599443448013
307.314,0.00017421926407961975
307.38,0.00018476487015345596
307.446,0.00019283301093589718
307.512,0.00019631863666540493
307.578,0.00020138715238752006
307.644,0.00020378872619724247
307.709,0.00020659692867348466
307.775,0.00020463308167144106
307.841,0.00020438046780177875
307.907,0.00019858852336703626
307.973,0.00019909199292828124
308.039,0.00019841571917214563
308.104,0.00019848411179979863
308.17,0.00019094156304866284
308.236,0.00018744178497443753
308.302,0.0001841107278735972
308.368,0.00018499563655548232
308.433,0.00019131137282159984
308.499,0.0002017005681469413
308.565,0.00021123759913253254
308.631,0.00021357373092562604
308.696,0.0002201380849589204
308.762,0.00022156233914685054
308.828,0.0002228833027257267
308.894,0.00022829598891882963
308.959,0.0002247612921059632
309.025,0.00021818278965760353
309.091,0.00021018135659210666
309.156,0.00020040501509514645
309.222,0.00018538134883714418
309.288,0.0001744478987235544
309.354,0.0001585527854997078
309.419,0.00013729726358195112
309.485,0.00012215693404557518
309.551,0.00011424467678498018
309.616,0.00010877770963448382
309.682,0.00011646898520155736
309.748,0.00012490412158486634
309.813,0.0001325065574902099
309.879,0.00014615290449331987
309.945,0.00016309063250133485
310.01,0.00018987074176840857
310.076,0.0002196191283044067
310.141,0.0002538640614698684
310.207,0.00028629418066888424
310.273,0.00031202739767519755
310.338,0.00034076816464491036
310.404,0.0003647386091459608
310.469,0.00038536820846418794
310.535,0.0004088315601239752
310.601,0.00042623197062728233
310.666,0.0004404433953885875
310.732,0.00044997933285205997
310.797,0.00044497174632534046
310.863,0.00043775142905038333
310.928,0.00043356736891274084
310.994,0.0004303393865293784
311.059,0.0004251641668225562
311.125,0.00042695151126186207
311.191,0.0004392848883318842
311.256,0.00044826648476732373
311.322,0.0004655591750839283
311.387,0.00047546351958381166
311.453,0.00048075573481560406
311.518,0.0004846871321424034
311.584,0.0004905865966040153
311.649,0.0004992947124875603
311.715,0.0005034320346943764
311.78,0.0005096865961843269
311.846,0.000509180175369285
311.911,0.0004997394013575013
311.976,0.0004961727832215278
312.042,0.0004877878356590515
312.107,0.00047339579300674603
312.173,0.0004988184526044835
312.238,0.0005204268625429268
312.304,0.0005352575670149169
312.369,0.0005447044924360614
312.434,0.0005490119274837906
312.5,0.0005425900132472849
312.565,0.0005261959265568839
312.631,0.0005062666205225909
312.696,0.0004746315336599911
312.761,0.0004422035721232075
312.827,0.00041184072318527595
312.892,0.00037767490011300685
312.958,0.00033731083527939877
313.023,0.00029603596452530516
313.088,0.00025633651938012
313.154,0.00022149085912010887
313.219,0.00020132316810087355
313.284,0.00019716341703431792
313.35,0.00019382218237245206
313.415,0.00019614010976711752
313.48,0.0002081071226125882
313.546,0.000193990050436355
313.611,0.0001794545447433481
313.676,0.0001631043295319763
313.741,0.00014970297542461005
313.807,0.00013623369331766877
313.872,0.0001302650114542907
313.937,0.00012021619745035353
314.003,0.00011133024261472647
314.068,0.0001020592866220822
314.133,9.443824735700785e-05
314.198,8.608399436173714e-05
314.264,7.964855502959316e-05
314.329,8.265813155933503e-05
314.394,8.71498940860499e-05
314.459,9.34407710920848e-05
314.525,0.00010235822267609634
314.59,0.00010893481694782518
314.655,0.00010487638024253542
314.72,9.861111985169307e-05
314.785,9.43425827689629e-05
314.851,9.508864230391515e-05
314.916,0.00010536738129730646
314.981,0.00011637557715966777
315.046,0.000133606623386898
315.111,0.00015002686574280166
315.176,0.00017206657080858084
315.242,0.00018560160032536228
315.307,0.00020075280314018224
315.372,0.00021795871210408645
315.437,0.00023270590324394518
315.502,0.00024972624114515726
315.567,0.00026363088374068485
315.632,0.00027684563549123663
315.698,0.00029096935651028085
315.763,0.0003002561452523006
315.828,0.00031007462761879203
315.893,0.0003124404066945905
315.958,0.00030929064744743517
316.023,0.0003097027646972623
316.088,0.00031422377582597066
316.153,0.00031734928943450715
316.218,0.00031769934105656006
316.283,0.0003139020580270889
316.348,0.00030952128168290665
316.413,0.0002966672558584755
316.479,0.0002849947967369581
316.544,0.0002556160199194847
316.609,0.00021981480385918568
316.674,0.00018074295179329125
316.739,0.00013807407507165353
316.804,0.00010357883678427599
316.869,6.481374176672413e-05
316.934,2.9924499044734156e-05
316.999,3.385725194771577e-06
317.064,-3.203290541401202e-05
317.129,-5.8588775756953327e-05
317.194,-8.519604491827155e-05
317.259,-0.00010796740804285293
317.324,-0.00012103854048944415
317.389,-0.00013102065698417586
317.454,-0.00014004474473039172
317.518,-0.0001466806386507886
317.583,-0.00015457064827907602
317.648,-0.00016200057850856555
317.713,-0.00017425233489026543
317.778,-0.0001840431861094227
317.843,-0.00020317862885695865
317.908,-0.00021614370749681175
317.973,-0.00021872471437252872
318.038,-0.00021742992122197722
318.103,-0.0002220364548277537
318.168,-0.00023431021620542455
318.233,-0.0002505055931417258
318.297,-0.0002713188742842403
318.362,-0.00030539882009406516
318.427,-0.0003390306708397619
318.492,-0.0003819787802458198
318.557,-0.0004282585008436798
318.622,-0.0004705022928824809
318.687,-0.0005199597254007571
318.751,-0.0005763908677668188
318.816,-0.0006305906002478549
318.881,-0.0006848886778734567
318.946,-0.0007318352350451793
319.011,-0.0007821835672979126
319.075,-0.0008182118802866268
319.14,-0.0008533576737997157
319.205,-0.000882329065060861
319.27,-0.0009010510068149176
319.335,-0.0009194033977427024
319.399,-0.000939571117337149
319.464,-0.0009533442151668473
319.529,-0.0009679979456289515
319.594,-0.0009771668850707303
319.658,-0.0009844130382376175
319.723,-0.0009841213706528935
319.788,-0.0009824910892491001
319.853,-0.0009762850037474486
319.917,-0.000966653529117351
319.982,-0.0009634520512703188
320.047,-0.0009632452334300139
320.112,-0.0009585346405915469
320.176,-0.000963048995907596
320.241,-0.0009701033039135496
320.306,-0.0009865276575088437
320.37,-0.0010004570973677074
320.435,-0.001035048751131159
320.5,-0.0010631273630597347
320.564,-0.001087673767268881
320.629,-0.0011202803516358066
320.694,-0.0011575005515977739
320.758,-0.0011925993072203656
320.823,-0.0012248519901452727
320.888,-0.0012511163013713268
320.952,-0.0012734167153069333
321.017,-0.0012892340936619447
321.082,-0.0013101177266912995
321.146,-0.0013290736137839142
321.211,-0.0013553861378711033
321.275,-0.001385272568029677
321.34,-0.0014206959233249168
321.405,-0.0014581152856351358
321.469,-0.001502322298744097
321.534,-0.0015485453928249565
321.598,-0.001596994429632304
321.663,-0.001644469887369154
321.727,-0.0016874578276563992
321.792,-0.0017225005130978624
321.857,-0.0017670558888199326
321.921,-0.0018137895168900738
321.986,-0.0018521984413166401
322.05,-0.0018883806846386093
322.115,-0.0019212744502349062
322.179,-0.0019502754597389867
322.244,-0.00198074809096414
322.308,-0.0020208338633713793
322.373,-0.0020794270220682153
322.437,-0.0021351866009479093
322.502,-0.002198790945971294
322.566,-0.0022565717518905006
322.631,-0.0023149998151520547
322.695,-0.002366337106560817
322.76,-0.0024082453483176
322.824,-0.0024505041386812675
322.889,-0.002474909556530718
322.953,-0.0024956814798705053
323.018,-0.002518198913865758
323.082,-0.0025485171481965836
323.146,-0.0025721172637862433
323.211,-0.0025975540528439004
323.275,-0.002623801447102215
323.34,-0.0026571186534014306
323.404,-0.0026888594904254767
323.468,-0.0025213703470318535
323.533,-0.0024623892312525936
323.597,-0.002506197552759223
323.662,-0.002636821753823021
323.726,-0.002835434030123855
323.79,-0.003114972257526852
323.855,-0.0034497140055080775
323.919,-0.0038497957978357125
323.983,-0.004294906310506629
324.048,-0.004783187970720126
324.112,-0.005322206047709265
324.177,-0.005867046845129298
324.241,-0.006464486874769557
324.305,-0.007067717689013426
324.37,-0.007661245876968744
324.434,-0.008247289161143943
324.498,-0.008821779689144152
324.562,-0.009466906381187015
324.627,-0.010203368129419011
324.691,-0.011051863825986552
324.755,-0.012033092363036003
324.82,-0.01316775263271378
324.884,-0.01447654352716629
324.948,-0.01598016393853993
325.012,-0.01769931275898108
325.077,-0.01965468888063616
