Data from 24HourExp_27052025_FLMS018081_15-08-19-934.txt Node
Date: Tue May 27 15:08:19 BST 2025
User: adleo
Spectrometer: FLMS01808
Trigger mode: 0
Integration Time (sec): 4.000000E-1
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: true
Boxcar width: 10
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
178.471	-125.15
178.857	-118.31
179.244	-110.28
179.631	-102.65
180.017	-95.11
180.404	-87.37
180.79	-76.52
181.176	-67.78
181.563	-59.49
181.949	-47.67
182.335	-37.74
182.722	-22.68
183.108	-4.51
183.494	20.8
183.88	74.85
184.266	126.35
184.653	183.37
185.039	238.02
185.425	294.37
185.811	346.98
186.197	400.06
186.582	452.01
186.968	502.89
187.354	553.74
187.74	603.57
188.126	653.22
188.511	701.52
188.897	747.57
189.283	794.8
189.668	841.04
190.054	883.32
190.439	928.6
190.825	971.54
191.21	1011.78
191.596	1045.74
191.981	1053.01
192.366	1059.45
192.752	1059.16
193.137	1063.1
193.522	1064.44
193.908	1066.21
194.293	1069.76
194.678	1070.95
195.063	1073.03
195.448	1075.65
195.833	1076.69
196.218	1078
196.603	1078.75
196.988	1078.41
197.373	1077.25
197.757	1077.84
198.142	1079.32
198.527	1075.3
198.912	1075
199.296	1075.24
199.681	1072.7
200.066	1070
200.45	1068.4
200.835	1067.49
201.219	1065.39
201.604	1064.35
201.988	1063.5
202.372	1063.61
202.757	1064.68
203.141	1064.53
203.525	1063.53
203.91	1064.76
204.294	1065.85
204.678	1066.04
205.062	1066.6
205.446	1066.91
205.83	1067.94
206.214	1065.56
206.598	1069.67
206.982	1070.48
207.366	1071.1
207.75	1072
208.134	1075.4
208.517	1078.13
208.901	1079.3
209.285	1079.89
209.669	1082.1
210.052	1083.03
210.436	1079.49
210.819	1081.05
211.203	1081.93
211.586	1082.19
211.97	1083.37
212.353	1082.35
212.737	1084.45
213.12	1086.4
213.503	1087.1
213.886	1086.44
214.27	1089.28
214.653	1090.75
215.036	1093.66
215.419	1095.55
215.802	1098.92
216.185	1099.31
216.568	1100.34
216.951	1102.59
217.334	1105.66
217.717	1107.7
218.1	1109.64
218.482	1115.36
218.865	1118.86
219.248	1123.76
219.631	1127.12
220.013	1131.28
220.396	1136.51
220.778	1140.7
221.161	1145.28
221.544	1153.69
221.926	1161.87
222.308	1168.77
222.691	1172.07
223.073	1178.77
223.455	1185.12
223.838	1192.87
224.22	1201.94
224.602	1212.36
224.984	1222.08
225.366	1234.82
225.749	1248.38
226.131	1261.11
226.513	1272.87
226.895	1286.66
227.276	1299.66
227.658	1315.19
228.04	1329.58
228.422	1344.67
228.804	1360.54
229.186	1376.25
229.567	1393.11
229.949	1408.58
230.331	1425.21
230.712	1444.13
231.094	1461.43
231.475	1480.23
231.857	1499.69
232.238	1519.6
232.62	1535.83
233.001	1555.33
233.382	1574.99
233.763	1592.22
234.145	1613.94
234.526	1634.66
234.907	1651.97
235.288	1670.57
235.669	1690.05
236.05	1708.01
236.431	1726.84
236.812	1747.75
237.193	1768.35
237.574	1787.68
237.955	1807.68
238.336	1829.01
238.717	1851.52
239.097	1873.76
239.478	1896.53
239.859	1917.31
240.239	1939.54
240.62	1962.32
241.001	1984.97
241.381	2008.18
241.762	2031.61
242.142	2053.25
242.522	2075.94
242.903	2101.27
243.283	2125.56
243.663	2151.48
244.044	2179.91
244.424	2207.58
244.804	2234.13
245.184	2262.71
245.564	2290.44
245.944	2321.13
246.324	2352.47
246.704	2380.46
247.084	2408.24
247.464	2437.54
247.844	2469.48
248.224	2498.36
248.604	2529.98
248.983	2560.03
249.363	2590.15
249.743	2619.81
250.122	2650.01
250.502	2680.98
250.882	2711.15
251.261	2745.21
251.641	2777.95
252.02	2809.31
252.399	2842.48
252.779	2877.86
253.158	2912.18
253.537	2948.67
253.917	2988.47
254.296	3023.44
254.675	3065.32
255.054	3105.4
255.433	3145.14
255.812	3182.99
256.191	3223.42
256.57	3264.55
256.949	3307.95
257.328	3352.24
257.707	3394.58
258.086	3440.51
258.465	3487.36
258.843	3536.17
259.222	3585.07
259.601	3635.23
259.979	3685.65
260.358	3738.01
260.736	3789.44
261.115	3842.97
261.493	3893.97
261.872	3945.71
262.25	4000.87
262.629	4053.09
263.007	4109.75
263.385	4170.23
263.763	4229.89
264.142	4293.01
264.52	4354.95
264.898	4417.84
265.276	4480.41
265.654	4549.34
266.032	4617.05
266.41	4684.7
266.788	4755.41
267.166	4827.25
267.544	4896.01
267.921	4969.45
268.299	5045.34
268.677	5121.53
269.055	5200.19
269.432	5284.21
269.81	5365.14
270.188	5450.35
270.565	5536.18
270.943	5625.18
271.32	5710.8
271.697	5804.4
272.075	5896.84
272.452	5991.1
272.829	6085.08
273.207	6183.03
273.584	6286.02
273.961	6386.56
274.338	6499.35
274.715	6609.95
275.092	6726.89
275.469	6849.51
275.846	6970.27
276.223	7090.47
276.6	7209.12
276.977	7333.04
277.354	7454.71
277.731	7581.98
278.108	7707.34
278.484	7838.59
278.861	7970.04
279.238	8106.37
279.614	8241.22
279.991	8376.27
280.367	8517.44
280.744	8666.83
281.12	8813.19
281.497	8957.36
281.873	9107.18
282.249	9248.85
282.625	9393.12
283.002	9534.61
283.378	9680.71
283.754	9828.45
284.13	9980.87
